t_no	u_no	l_no1	l_no2	DATE	time	rating	div	seat	price	phone	password
18999	47	21	4	2024-09-27	19:00	1	1	9	85000		
19000	152	18	20	2024-09-27	20:00	1	1	43	70000		
19001	62	26	22	2024-09-27	21:00	1	1	23	22000		
19002	136	11	18	2024-09-27	6:00	1	1	22	27000		
19003	48	29	12	2024-09-27	7:00	1	1	9	54000		
19004	191	25	14	2024-09-27	8:00	2	1	12	74880		
19005	8	2	27	2024-09-27	10:00	2	1	1	152640		
19006	43	28	20	2024-09-27	10:00	2	1	10	70560		
19007	90	13	15	2024-09-27	13:00	2	1	20	14400		
19008	103	13	3	2024-09-27	13:00	1	1	31	46000		
19009	158	28	7	2024-09-27	14:00	3	1	3	166500		
19010	24	26	7	2024-09-27	20:00	1	1	18	77000		
19011	141	1	17	2024-09-27	21:00	1	1	29	82000		
19012	100	17	12	2024-09-27	9:00	3	1	8	33750		
19013	116	29	28	2024-09-27	9:00	3	1	7	87750		
19014	96	11	24	2024-09-27	10:00	2	1	14	106560		
19015		7	30	2024-09-27	14:00	1	1	34	81000	010-9381-5074	3946
19016	127	3	2	2024-09-27	15:00	2	1	17	27360		
19017	53	13	7	2024-09-27	16:00	2	1	12	34560		
19018	139	12	28	2024-09-27	16:00	3	1	1	137250		
19019	23	22	11	2024-09-27	17:00	2	1	4	56160		
19020	21	5	21	2024-09-27	18:00	1	1	38	61000		
19021	142	29	15	2024-09-27	19:00	2	1	7	79200		
19022		10	3	2024-09-27	7:00	1	1	6	38000	010-2986-7430	1778
19023	72	28	30	2024-09-27	8:00	1	1	8	24000		
19024	166	13	10	2024-09-27	9:00	2	1	22	14400		
19025	181	15	30	2024-09-27	12:00	3	1	2	121500		
19026	172	30	9	2024-09-27	12:00	2	1	25	128160		
19027	178	8	15	2024-09-27	16:00	1	1	2	31000		
19028	126	19	15	2024-09-27	17:00	2	1	11	18720		
19029	160	8	27	2024-09-27	18:00	1	1	37	78000		
19030	159	1	25	2024-09-27	19:00	2	1	5	145440		
19031	22	30	2	2024-09-27	19:00	3	1	4	249750		
19032	59	1	19	2024-09-27	20:00	1	1	8	75000		
19033	174	19	26	2024-09-27	21:00	1	1	25	38000		
19034	131	5	22	2024-09-27	6:00	2	1	25	108000		
19035		18	22	2024-09-27	6:00	1	1	19	23000	010-2849-3705	8552
19036	163	28	2	2024-09-27	8:00	3	1	5	234000		
19037	34	14	5	2024-09-27	12:00	2	1	4	84960		
19038		24	10	2024-09-27	15:00	2	1	20	86400	010-6372-8519	9164
19039	75	7	12	2024-09-27	15:00	2	1	27	44640		
19040	103	28	8	2024-09-27	16:00	1	1	34	74000		
19041	147	19	12	2024-09-27	18:00	1	1	20	34000		
19042	62	7	23	2024-09-27	21:00	2	1	16	83520		
19043	23	25	22	2024-09-27	22:00	3	1	10	78750		
19044	146	14	3	2024-09-27	6:00	2	1	4	93600		
19045	122	5	15	2024-09-27	7:00	2	1	5	67680		
19046	71	20	17	2024-09-27	10:00	2	1	25	20160		
19047		10	3	2024-09-27	12:00	1	1	24	38000	010-9672-5103	7343
19048	45	11	20	2024-09-27	13:00	2	1	15	90720		
19049	134	25	9	2024-09-27	17:00	1	1	28	57000		
19050	134	11	15	2024-09-27	21:00	3	1	5	54000		
19051	5	11	26	2024-09-27	21:00	1	1	1	59000		
19052		29	15	2024-09-27	21:00	2	1	20	79200	010-5913-4782	6322
19053	104	15	14	2024-09-27	22:00	3	1	7	45000		
19054	85	23	13	2024-09-27	6:00	2	1	16	50400		
19055	127	7	8	2024-09-27	8:00	1	1	27	15000		
19056		27	4	2024-09-27	10:00	3	1	8	202500	010-4236-1897	8842
19057	133	23	13	2024-09-27	12:00	2	1	10	50400		
19058	50	8	23	2024-09-27	15:00	3	1	10	123750		
19059	23	28	12	2024-09-27	16:00	3	1	10	137250		
19060	102	25	24	2024-09-27	17:00	1	1	36	21000		
19061	142	3	25	2024-09-27	17:00	2	1	20	123840		
19062	81	8	23	2024-09-27	22:00	3	1	8	123750		
19063	160	29	8	2024-09-27	6:00	1	1	14	73000		
19064	183	3	2	2024-09-27	9:00	2	1	1	27360		
19065	53	2	10	2024-09-27	11:00	1	1	28	43000		
19066	99	18	25	2024-09-27	11:00	2	1	12	82080		
19067	94	15	5	2024-09-27	12:00	1	1	14	47000		
19068	30	11	18	2024-09-27	14:00	1	1	41	27000		
19069		15	14	2024-09-27	16:00	3	1	4	45000	010-9417-3805	7968
19070	44	7	12	2024-09-27	17:00	2	1	2	44640		
19071	56	18	16	2024-09-27	18:00	2	1	5	72000		
19072		20	15	2024-09-27	19:00	2	1	22	57600	010-2453-7081	1423
19073	146	17	16	2024-09-27	19:00	2	1	9	24480		
19074	140	14	26	2024-09-27	20:00	2	1	18	64800		
19075	152	22	2	2024-09-27	21:00	2	1	22	122400		
19076	117	28	16	2024-09-27	22:00	2	1	16	69120		
19077	49	6	5	2024-09-27	6:00	1	1	24	13000		
19078	63	10	12	2024-09-27	7:00	2	1	11	30240		
19079	97	7	9	2024-09-27	9:00	3	1	6	67500		
19080		7	25	2024-09-27	11:00	2	1	5	95040	010-8615-0294	2934
19081	162	24	13	2024-09-27	18:00	2	1	14	72000		
19082	83	8	27	2024-09-27	18:00	1	1	43	78000		
19083	118	12	30	2024-09-27	19:00	2	1	7	110880		
19084	24	2	3	2024-09-27	20:00	3	1	2	42750		
19085	189	16	5	2024-09-27	21:00	1	1	40	41000		
19086	89	24	23	2024-09-27	21:00	2	1	5	40320		
19087	12	23	8	2024-09-27	6:00	2	1	13	79200		
19088	21	8	26	2024-09-27	7:00	1	1	19	81000		
19089	130	1	20	2024-09-27	7:00	3	1	7	211500		
19090	159	17	14	2024-09-27	8:00	3	1	7	121500		
19091	157	5	23	2024-09-27	11:00	1	1	25	69000		
19092	106	14	15	2024-09-27	15:00	1	1	20	20000		
19093	107	17	14	2024-09-27	18:00	3	1	9	121500		
19094	2	29	13	2024-09-27	22:00	3	1	9	128250		
19095	130	25	1	2024-09-27	13:00	3	1	4	227250		
19096	62	28	17	2024-09-27	15:00	2	1	9	80640		
19097	49	13	21	2024-09-27	16:00	3	1	5	76500		
19098	190	12	29	2024-09-27	21:00	2	1	11	77760		
19099	166	4	23	2024-09-27	22:00	1	1	2	82000		
19100	90	11	27	2024-09-27	22:00	3	1	3	135000		
19101	72	29	14	2024-09-27	6:00	3	1	7	159750		
19102	12	20	2	2024-09-27	9:00	3	1	8	186750		
19103	82	1	22	2024-09-27	10:00	1	1	16	83000		
19104	90	4	23	2024-09-27	13:00	1	1	17	82000		
19105	67	7	29	2024-09-27	16:00	2	1	14	116640		
19106	177	20	25	2024-09-27	16:00	3	1	5	58500		
19107	145	14	23	2024-09-27	18:00	2	1	24	60480		
19108	60	24	28	2024-09-27	18:00	1	1	37	44000		
19109	83	3	13	2024-09-27	19:00	3	1	7	103500		
19110	70	26	11	2024-09-27	22:00	3	1	2	132750		
19111	31	22	11	2024-09-27	6:00	2	1	23	56160		
19112	92	6	30	2024-09-27	9:00	2	1	10	133920		
19113	149	2	13	2024-09-27	10:00	3	1	4	119250		
19114		6	4	2024-09-27	13:00	1	1	17	40000	010-1378-5960	5430
19115	153	29	5	2024-09-27	22:00	1	1	35	84000		
19116		16	1	2024-09-27	8:00	2	1	22	100800	010-4185-9607	5220
19117	45	23	15	2024-09-27	9:00	3	1	6	65250		
19118	24	15	21	2024-09-27	11:00	1	1	11	34000		
19119	161	5	1	2024-09-27	17:00	1	1	41	48000		
19120	125	24	27	2024-09-27	21:00	2	1	10	82080		
19121	29	20	27	2024-09-27	7:00	2	1	9	87840		
19122	94	29	27	2024-09-27	9:00	3	1	1	119250		
19123	48	4	23	2024-09-27	10:00	1	1	20	82000		
19124		16	6	2024-09-27	11:00	1	1	5	38000	010-4071-3562	7454
19125	25	9	18	2024-09-27	12:00	3	1	2	153000		
19126	116	16	20	2024-09-27	12:00	2	1	4	36000		
19127	23	4	20	2024-09-27	14:00	3	1	3	200250		
19128	185	11	4	2024-09-27	14:00	2	1	25	44640		
19129	143	6	19	2024-09-27	15:00	3	1	8	117000		
19130	122	21	26	2024-09-27	16:00	3	1	8	126000		
19131	88	22	4	2024-09-27	18:00	2	1	6	99360		
19132	170	19	23	2024-09-27	19:00	2	1	22	25920		
19133	33	21	1	2024-09-27	20:00	2	1	25	133920		
19134	119	4	17	2024-09-27	20:00	3	1	2	173250		
19135	110	17	10	2024-09-27	6:00	3	1	6	78750		
19136	53	14	26	2024-09-27	8:00	2	1	22	64800		
19137	166	6	19	2024-09-27	11:00	3	1	2	117000		
19138	110	22	24	2024-09-27	13:00	3	1	2	123750		
19139	17	9	25	2024-09-27	14:00	2	1	2	82080		
19140	50	1	2	2024-09-27	15:00	3	1	4	51750		
19141	166	28	8	2024-09-27	18:00	1	1	20	74000		
19142	76	29	12	2024-09-27	6:00	1	1	8	54000		
19143	76	25	14	2024-09-27	7:00	2	1	23	74880		
19144	127	16	30	2024-09-27	7:00	2	1	12	92160		
19145	56	10	14	2024-09-27	8:00	1	1	26	28000		
19146	146	5	13	2024-09-27	10:00	3	1	10	83250		
19147		27	11	2024-09-27	14:00	2	1	16	86400	010-4267-0598	6635
19148		5	15	2024-09-27	14:00	2	1	27	67680	010-8763-2109	7748
19149	121	10	21	2024-09-27	17:00	3	1	1	99000		
19150	88	12	2	2024-09-27	18:00	1	1	3	54000		
19151		22	18	2024-09-27	19:00	1	1	8	23000	010-3965-1847	1680
19152	129	29	25	2024-09-27	20:00	2	1	14	27360		
19153	171	9	21	2024-09-27	21:00	3	1	5	96750		
19154	80	5	16	2024-09-27	22:00	2	1	25	59040		
19155	141	8	11	2024-09-27	6:00	2	1	6	48960		
19156	45	1	13	2024-09-27	9:00	2	1	18	84960		
19157	111	7	13	2024-09-27	10:00	3	1	2	54000		
19158	190	8	7	2024-09-27	10:00	3	1	10	33750		
19159	26	15	13	2024-09-27	14:00	1	1	23	10000		
19160	119	8	30	2024-09-27	14:00	1	1	39	85000		
19161	126	29	21	2024-09-27	15:00	1	1	28	24000		
19162	175	19	28	2024-09-27	21:00	3	1	1	69750		
19163	83	5	16	2024-09-27	6:00	2	1	16	59040		
19164	52	11	14	2024-09-27	9:00	1	1	19	14000		
19165	60	28	6	2024-09-27	9:00	1	1	13	83000		
19166	123	19	9	2024-09-27	11:00	2	1	10	66240		
19167	13	28	24	2024-09-27	12:00	2	1	26	63360		
19168	125	30	21	2024-09-27	13:00	1	1	28	60000		
19169	17	4	22	2024-09-27	14:00	1	1	36	69000		
19170	177	27	18	2024-09-27	18:00	2	1	8	57600		
19171	81	10	4	2024-09-27	20:00	3	1	6	94500		
19172	13	23	15	2024-09-27	22:00	3	1	10	65250		
19173	124	2	17	2024-09-27	22:00	3	1	10	155250		
19174	109	22	1	2024-09-27	7:00	3	1	2	186750		
19175	128	14	23	2024-09-27	7:00	2	1	16	60480		
19176	110	7	18	2024-09-27	8:00	3	1	1	108000		
19177	61	13	11	2024-09-27	8:00	3	1	10	58500		
19178	68	8	22	2024-09-27	9:00	1	1	12	59000		
19179	26	6	3	2024-09-27	15:00	2	1	9	24480		
19180	114	21	19	2024-09-27	17:00	2	1	21	40320		
19181	138	13	20	2024-09-27	19:00	1	1	2	37000		
19182	136	18	12	2024-09-27	20:00	3	1	4	132750		
19183	20	23	8	2024-09-27	11:00	2	1	27	79200		
19184	194	8	4	2024-09-27	11:00	2	1	24	64800		
19185	120	9	4	2024-09-27	12:00	2	1	20	86400		
19186		17	2	2024-09-27	17:00	1	1	8	69000	010-5601-3428	1889
19187	139	28	18	2024-09-27	18:00	2	1	18	67680		
19188	43	29	12	2024-09-27	20:00	1	1	30	54000		
19189	68	19	25	2024-09-27	21:00	1	1	6	27000		
19190	72	7	16	2024-09-27	6:00	3	1	7	76500		
19191	172	29	30	2024-09-27	9:00	1	1	21	63000		
19192	34	15	6	2024-09-27	13:00	2	1	2	56160		
19193	184	5	26	2024-09-27	18:00	2	1	1	139680		
19194		15	13	2024-09-27	20:00	1	1	2	10000	010-8371-5496	9763
19195	190	16	10	2024-09-27	21:00	1	1	36	21000		
19196	20	13	30	2024-09-27	22:00	1	1	35	64000		
19197	136	19	28	2024-09-27	15:00	3	1	1	69750		
19198		21	6	2024-09-27	15:00	3	1	10	135000	010-9427-6851	8455
19199		9	24	2024-09-27	18:00	1	1	27	55000	010-2685-3094	4381
19200	144	4	29	2024-09-27	20:00	3	1	10	243000		
19201	176	16	22	2024-09-27	8:00	2	1	19	56160		
19202	30	30	4	2024-09-27	14:00	1	1	42	92000		
19203	79	30	8	2024-09-27	14:00	1	1	31	85000		
19204	47	13	21	2024-09-27	15:00	3	1	4	76500		
19205	105	6	2	2024-09-27	18:00	3	1	6	54000		
19206	115	2	20	2024-09-27	19:00	1	1	24	83000		
19207	118	19	11	2024-09-27	20:00	2	1	4	48960		
19208	138	3	20	2024-09-27	22:00	1	1	9	70000		
19209	196	14	3	2024-09-27	7:00	2	1	26	93600		
19210	193	3	18	2024-09-27	8:00	3	1	10	177750		
19211	174	17	25	2024-09-27	12:00	3	1	9	78750		
19212	98	18	13	2024-09-27	15:00	2	1	14	60480		
19213	171	2	24	2024-09-27	15:00	2	1	5	141120		
19214	59	4	3	2024-09-27	18:00	2	1	2	70560		
19215	193	15	5	2024-09-27	20:00	1	1	8	47000		
19216		5	9	2024-09-27	6:00	2	1	8	25920	010-2984-6031	9710
19217	73	22	28	2024-09-27	7:00	3	1	7	54000		
19218	146	30	22	2024-09-27	9:00	2	1	21	37440		
19219		6	8	2024-09-27	12:00	2	1	19	14400	010-8371-2063	4731
19220	51	17	21	2024-09-27	14:00	1	1	14	19000		
19221	150	3	23	2024-09-27	14:00	2	1	14	115200		
19222	160	8	25	2024-09-27	14:00	3	1	5	139500		
19223	48	18	19	2024-09-27	15:00	2	1	8	46080		
19224	72	7	18	2024-09-27	16:00	3	1	9	108000		
19225	86	30	28	2024-09-27	16:00	3	1	7	54000		
19226	1	8	28	2024-09-27	16:00	2	1	9	106560		
19227	24	3	5	2024-09-27	18:00	3	1	5	27000		
19228	35	28	19	2024-09-27	20:00	3	1	10	69750		
19229	147	2	12	2024-09-27	21:00	2	1	26	77760		
19230	2	28	24	2024-09-27	8:00	2	1	7	63360		
19231	103	16	22	2024-09-27	9:00	2	1	10	56160		
19232	144	27	18	2024-09-27	9:00	2	1	5	57600		
19233	195	6	3	2024-09-27	12:00	2	1	24	24480		
19234	49	11	9	2024-09-27	13:00	1	1	43	47000		
19235	65	24	28	2024-09-27	14:00	1	1	11	44000		
19236	90	15	22	2024-09-27	16:00	1	1	29	27000		
19237	124	16	20	2024-09-27	17:00	2	1	11	36000		
19238	88	22	13	2024-09-27	19:00	2	1	23	54720		
19239	141	4	6	2024-09-27	21:00	2	1	12	57600		
19240	58	23	15	2024-09-27	7:00	3	1	2	65250		
19241	22	15	12	2024-09-27	7:00	3	1	1	58500		
19242	56	9	7	2024-09-27	7:00	2	1	11	43200		
19243	189	30	26	2024-09-27	9:00	2	1	14	5760		
19244	199	18	3	2024-09-27	10:00	1	1	7	79000		
19245	70	16	10	2024-09-27	13:00	1	1	30	21000		
19246	28	16	6	2024-09-27	14:00	1	1	38	38000		
19247	49	10	1	2024-09-27	17:00	1	1	38	48000		
19248	91	19	25	2024-09-27	18:00	1	1	17	27000		
19249	63	26	7	2024-09-27	19:00	1	1	40	77000		
19250	76	20	5	2024-09-27	22:00	3	1	7	128250		
19251	194	8	15	2024-09-27	8:00	1	1	26	31000		
19252		2	24	2024-09-27	11:00	2	1	13	141120	010-4952-8360	8824
19253	81	18	25	2024-09-27	19:00	2	1	22	82080		
19254	16	9	24	2024-09-27	22:00	1	1	14	55000		
19255	121	10	8	2024-09-27	22:00	3	1	10	31500		
19256	87	24	23	2024-09-27	8:00	2	1	3	40320		
19257	175	26	22	2024-09-27	14:00	1	1	23	22000		
19258	100	6	3	2024-09-27	16:00	2	1	13	24480		
19259	113	13	1	2024-09-27	17:00	2	1	11	84960		
19260	133	27	21	2024-09-27	19:00	2	1	7	72000		
19261	189	23	10	2024-09-27	20:00	1	1	11	45000		
19262	12	24	27	2024-09-27	21:00	2	1	12	82080		
19263	187	20	11	2024-09-27	22:00	3	1	1	141750		
19264	25	18	12	2024-09-27	7:00	3	1	8	132750		
19265	152	17	22	2024-09-27	8:00	1	1	44	54000		
19266	28	10	27	2024-09-27	10:00	2	1	21	93600		
19267	59	2	9	2024-09-27	10:00	1	1	10	45000		
19268	158	8	18	2024-09-27	11:00	1	1	21	58000		
19269	181	5	24	2024-09-27	12:00	3	1	1	164250		
19270	171	14	6	2024-09-27	14:00	3	1	10	108000		
19271	176	28	24	2024-09-27	17:00	2	1	2	63360		
19272	102	4	23	2024-09-27	17:00	1	1	25	82000		
19273	183	30	9	2024-09-27	18:00	2	1	9	128160		
19274	28	1	16	2024-09-27	19:00	3	1	2	157500		
19275	69	12	6	2024-09-27	19:00	2	1	14	43200		
19276		12	6	2024-09-27	22:00	2	1	21	43200	010-9824-7130	4071
19277	48	5	28	2024-09-27	22:00	3	1	2	200250		
19278	27	26	14	2024-09-27	6:00	1	1	19	45000		
19279	56	17	30	2024-09-27	7:00	2	1	19	109440		
19280		15	23	2024-09-27	8:00	1	1	39	29000	010-8245-3690	5186
19281	102	13	3	2024-09-27	9:00	1	1	14	46000		
19282		26	14	2024-09-27	9:00	1	1	17	45000	010-5124-6703	2533
19283	126	17	14	2024-09-27	9:00	3	1	9	121500		
19284	129	5	24	2024-09-27	10:00	3	1	6	164250		
19285	94	29	6	2024-09-27	10:00	3	1	2	189000		
19286	7	27	20	2024-09-27	11:00	3	1	5	137250		
19287	7	2	14	2024-09-27	14:00	3	1	8	141750		
19288	71	15	17	2024-09-27	18:00	3	1	9	76500		
19289	4	19	22	2024-09-27	18:00	1	1	5	18000		
19290	193	30	21	2024-09-27	20:00	1	1	13	60000		
19291	169	23	15	2024-09-27	21:00	3	1	7	65250		
19292		23	6	2024-09-27	21:00	2	1	23	93600	010-4963-7085	9216
19293	48	11	29	2024-09-27	22:00	3	1	6	177750		
19294	117	22	30	2024-09-27	22:00	1	1	12	26000		
19295	85	16	10	2024-09-27	9:00	1	1	4	21000		
19296		3	20	2024-09-27	14:00	1	1	30	70000	010-8127-4603	1572
19297	173	4	22	2024-09-27	15:00	1	1	27	69000		
19298		18	23	2024-09-27	21:00	1	1	19	47000	010-5709-6143	8911
19299	1	6	25	2024-09-27	6:00	1	1	29	72000		
19300	167	9	20	2024-09-27	7:00	2	1	9	56160		
19301	172	15	10	2024-09-27	8:00	1	1	4	17000		
19302	122	20	27	2024-09-27	9:00	2	1	22	87840		
19303	158	4	25	2024-09-27	9:00	2	1	24	131040		
19304	15	2	20	2024-09-27	11:00	1	1	26	83000		
19305	42	27	16	2024-09-27	11:00	3	1	8	123750		
19306	177	10	19	2024-09-27	11:00	3	1	10	67500		
19307	162	29	14	2024-09-27	12:00	3	1	5	159750		
19308	129	16	29	2024-09-27	17:00	2	1	10	66240		
19309	37	25	30	2024-09-27	21:00	2	1	17	67680		
19310	125	9	27	2024-09-27	6:00	1	1	3	81000		
19311	182	6	28	2024-09-27	9:00	1	1	25	83000		
19312	56	29	17	2024-09-27	10:00	3	1	9	92250		
19313	124	20	15	2024-09-27	13:00	2	1	16	57600		
19314	2	24	21	2024-09-27	16:00	3	1	10	36000		
19315	149	10	27	2024-09-27	18:00	2	1	26	93600		
19316	179	24	23	2024-09-27	18:00	2	1	15	40320		
19317	84	19	13	2024-09-27	21:00	1	1	2	21000		
19318	101	22	11	2024-09-27	22:00	2	1	20	56160		
19319	180	13	15	2024-09-27	7:00	2	1	6	14400		
19320	17	23	30	2024-09-27	8:00	2	1	5	60480		
19321	62	7	16	2024-09-27	9:00	3	1	7	76500		
19322	117	29	28	2024-09-27	10:00	3	1	8	87750		
19323		2	9	2024-09-27	10:00	1	1	18	45000	010-6539-4081	5425
19324	187	3	22	2024-09-27	10:00	1	1	31	83000		
19325	163	19	3	2024-09-27	13:00	3	1	8	153000		
19326	123	26	15	2024-09-27	14:00	1	1	27	49000		
19327	177	13	3	2024-09-27	15:00	1	1	32	46000		
19328	119	21	16	2024-09-27	16:00	1	1	19	22000		
19329	151	3	11	2024-09-27	17:00	2	1	10	76320		
19330	197	26	15	2024-09-27	22:00	1	1	38	49000		
19331	137	12	10	2024-09-27	6:00	1	1	38	21000		
19332	59	17	30	2024-09-27	8:00	2	1	24	109440		
19333	31	29	10	2024-09-27	10:00	3	1	8	153000		
19334	78	11	26	2024-09-27	11:00	1	1	9	59000		
19335	43	18	21	2024-09-27	11:00	1	1	6	61000		
19336	138	15	6	2024-09-27	11:00	2	1	1	56160		
19337	157	4	18	2024-09-27	12:00	2	1	1	74880		
19338		16	12	2024-09-27	13:00	1	1	17	12000	010-3587-2904	9541
19339	109	8	15	2024-09-27	15:00	1	1	23	31000		
19340	174	25	6	2024-09-27	15:00	2	1	3	103680		
19341	169	15	13	2024-09-27	16:00	1	1	36	10000		
19342	180	21	30	2024-09-27	18:00	3	1	5	135000		
19343	87	14	7	2024-09-27	21:00	2	1	10	48960		
19344	9	9	27	2024-09-27	21:00	1	1	13	81000		
19345	54	29	1	2024-09-27	22:00	1	1	19	116000		
19346	34	17	19	2024-09-27	22:00	1	1	37	36000		
19347	100	17	2	2024-09-27	6:00	1	1	19	69000		
19348	6	1	22	2024-09-27	7:00	1	1	37	83000		
19349	64	14	15	2024-09-27	8:00	1	1	25	20000		
19350	135	25	6	2024-09-27	10:00	2	1	5	103680		
19351	74	1	3	2024-09-27	11:00	1	1	21	41000		
19352	45	12	6	2024-09-27	12:00	2	1	13	43200		
19353	167	19	11	2024-09-27	14:00	2	1	13	48960		
19354	121	18	23	2024-09-27	15:00	1	1	33	47000		
19355	25	10	27	2024-09-27	15:00	2	1	5	93600		
19356	182	17	29	2024-09-27	18:00	3	1	4	92250		
19357	52	16	27	2024-09-27	19:00	3	1	4	123750		
19358	135	12	21	2024-09-27	20:00	3	1	9	69750		
19359		7	30	2024-09-27	21:00	1	1	10	81000	010-8042-1796	9426
19360	96	2	27	2024-09-27	9:00	2	1	10	152640		
19361	48	18	12	2024-09-27	16:00	3	1	3	132750		
19362	192	9	28	2024-09-27	18:00	1	1	8	74000		
19363	86	14	18	2024-09-27	19:00	3	1	10	33750		
19364	54	28	18	2024-09-27	19:00	2	1	19	67680		
19365	199	20	9	2024-09-27	19:00	2	1	11	56160		
19366		19	10	2024-09-27	20:00	1	1	3	30000	010-8519-3402	8171
19367	157	15	13	2024-09-27	20:00	1	1	1	10000		
19368	87	19	13	2024-09-27	21:00	1	1	36	21000		
19369	7	7	2	2024-09-27	21:00	3	1	5	67500		
19370	29	17	20	2024-09-27	22:00	1	1	27	14000		
19371	181	6	17	2024-09-27	22:00	1	1	27	45000		
19372	177	12	13	2024-09-27	22:00	2	1	23	24480		
19373	131	14	3	2024-09-27	7:00	2	1	9	93600		
19374	181	22	28	2024-09-27	8:00	3	1	10	54000		
19375	99	18	16	2024-09-27	9:00	2	1	1	72000		
19376	140	28	19	2024-09-27	13:00	3	1	7	69750		
19377	50	22	27	2024-09-27	14:00	1	1	43	21000		
19378	141	5	23	2024-09-27	14:00	1	1	32	69000		
19379	72	20	5	2024-09-27	15:00	3	1	5	128250		
19380	82	25	16	2024-09-27	16:00	1	1	19	34000		
19381	192	5	18	2024-09-27	16:00	1	1	42	74000		
19382		10	3	2024-09-27	17:00	1	1	9	38000	010-2593-6807	5156
19383	10	14	22	2024-09-27	20:00	3	1	1	56250		
19384	83	13	20	2024-09-27	21:00	1	1	10	37000		
19385	31	16	27	2024-09-27	6:00	3	1	10	123750		
19386	77	11	15	2024-09-27	7:00	3	1	3	54000		
19387	41	23	24	2024-09-27	8:00	3	1	4	63000		
19388	95	29	8	2024-09-27	9:00	1	1	9	73000		
19389	39	23	24	2024-09-27	10:00	3	1	2	63000		
19390		19	21	2024-09-27	11:00	3	1	1	63000	010-4931-2086	8060
19391	142	22	16	2024-09-27	11:00	3	1	2	87750		
19392	50	9	17	2024-09-27	11:00	2	1	4	36000		
19393	130	18	16	2024-09-27	15:00	2	1	22	72000		
19394	41	6	27	2024-09-27	20:00	3	1	5	193500		
19395	184	27	2	2024-09-27	21:00	2	1	26	152640		
19396	15	22	4	2024-09-27	22:00	2	1	22	99360		
19397	47	21	19	2024-09-27	6:00	2	1	16	40320		
19398	127	19	1	2024-09-27	10:00	3	1	6	168750		
19399	109	23	10	2024-09-27	12:00	1	1	35	45000		
19400	68	10	26	2024-09-27	14:00	2	1	20	96480		
19401	1	24	6	2024-09-27	16:00	3	1	7	166500		
19402	46	17	25	2024-09-27	17:00	3	1	5	78750		
19403	139	16	9	2024-09-27	18:00	3	1	4	56250		
19404	69	1	19	2024-09-27	18:00	1	1	39	75000		
19405	100	13	1	2024-09-27	21:00	2	1	2	84960		
19406	98	24	1	2024-09-27	7:00	1	1	23	108000		
19407	19	7	23	2024-09-27	12:00	2	1	10	83520		
19408	46	22	1	2024-09-27	14:00	3	1	10	186750		
19409		16	5	2024-09-27	15:00	1	1	15	41000	010-9625-1347	0925
19410	187	12	6	2024-09-27	16:00	2	1	1	43200		
19411	77	4	30	2024-09-27	19:00	2	1	11	132480		
19412	13	26	18	2024-09-27	20:00	3	1	2	83250		
19413	3	4	23	2024-09-27	21:00	1	1	41	82000		
19414	183	25	7	2024-09-27	8:00	1	1	37	66000		
19415	126	9	28	2024-09-27	9:00	1	1	32	74000		
19416	56	13	15	2024-09-27	9:00	2	1	17	14400		
19417	21	14	16	2024-09-27	10:00	3	1	8	83250		
19418		27	4	2024-09-27	10:00	3	1	1	202500	010-5792-6143	6650
19419	86	2	12	2024-09-27	12:00	2	1	4	77760		
19420	200	12	29	2024-09-27	12:00	2	1	23	77760		
19421	163	13	1	2024-09-27	12:00	2	1	15	84960		
19422	52	1	23	2024-09-27	14:00	2	1	22	132480		
19423	19	24	15	2024-09-27	15:00	3	1	2	112500		
19424	90	22	13	2024-09-27	15:00	2	1	23	54720		
19425	152	25	19	2024-09-27	16:00	2	1	26	38880		
19426	77	25	3	2024-09-27	19:00	2	1	20	123840		
19427	182	4	10	2024-09-27	21:00	3	1	1	94500		
19428		7	28	2024-09-27	22:00	1	1	30	74000	010-5839-7201	8026
19429	149	28	25	2024-09-27	7:00	2	1	25	33120		
19430	5	5	11	2024-09-27	7:00	2	1	13	70560		
19431	162	13	20	2024-09-27	14:00	1	1	44	37000		
19432	82	20	27	2024-09-27	18:00	2	1	23	87840		
19433	37	10	22	2024-09-27	21:00	2	1	16	63360		
19434	147	19	22	2024-09-27	22:00	1	1	19	18000		
19435	183	20	15	2024-09-27	9:00	2	1	27	57600		
19436	150	13	23	2024-09-27	12:00	1	1	6	35000		
19437	39	15	14	2024-09-27	12:00	3	1	7	45000		
19438	30	14	26	2024-09-27	12:00	2	1	9	64800		
19439	80	18	3	2024-09-27	13:00	1	1	25	79000		
19440		25	15	2024-09-27	17:00	3	1	9	85500	010-9672-5103	7343
19441	92	16	28	2024-09-27	17:00	1	1	17	48000		
19442	61	2	24	2024-09-27	17:00	2	1	10	141120		
19443	29	19	14	2024-09-27	18:00	1	1	5	24000		
19444	194	2	17	2024-09-27	18:00	3	1	7	155250		
19445	59	17	11	2024-09-27	19:00	2	1	10	79200		
19446	145	28	18	2024-09-27	20:00	2	1	6	67680		
19447	17	25	5	2024-09-27	20:00	2	1	21	106560		
19448	130	9	4	2024-09-27	22:00	2	1	14	86400		
19449	107	29	10	2024-09-27	8:00	3	1	5	153000		
19450	170	10	28	2024-09-27	12:00	1	1	32	61000		
19451	82	20	2	2024-09-27	17:00	3	1	4	186750		
19452	155	17	16	2024-09-27	19:00	2	1	24	24480		
